cassava4.1_000001m	GO:0008270,GO:0004842
cassava4.1_000504m	GO:0000166,GO:0046872,GO:0003824,GO:0008152
cassava4.1_000505m	GO:0005622,GO:0005515
cassava4.1_000506m	
cassava4.1_000507m	GO:0005515,GO:0043531,GO:0007165,GO:0005622,GO:0045087,GO:0031224,GO:0004888,GO:0006915,GO:0005524
cassava4.1_000508m	GO:0005524,GO:0005515,GO:0016887
cassava4.1_000509m	GO:0005515
cassava4.1_000510m	
cassava4.1_000511m	GO:0004842,GO:0016567,GO:0000151
cassava4.1_000512m	GO:0016760,GO:0030244,GO:0016020
cassava4.1_000513m	GO:0016307,GO:0046488
cassava4.1_000514m	
cassava4.1_000515m	
cassava4.1_000516m	
cassava4.1_000517m	GO:0006914
cassava4.1_000518m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_000519m	GO:0003677
cassava4.1_000520m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000521m	
cassava4.1_000522m	GO:0005515
cassava4.1_000523m	GO:0005515
cassava4.1_000524m	
cassava4.1_000525m	GO:0003676,GO:0005524,GO:0008026,GO:0004386,GO:0005515
cassava4.1_000526m	GO:0003774,GO:0005524,GO:0016459,GO:0005515
cassava4.1_000527m	GO:0005515,GO:0035091,GO:0007154
cassava4.1_000528m	GO:2001070,GO:0009058
cassava4.1_000529m	GO:0008270,GO:0016760,GO:0030244,GO:0016020
cassava4.1_000530m	
cassava4.1_000531m	GO:0008020,GO:0006355,GO:0009584,GO:0018298,GO:0000155,GO:0007165,GO:0016020,GO:0005515,GO:0005524
cassava4.1_000532m	GO:0003725,GO:0005622,GO:0003676,GO:0005524,GO:0008026,GO:0004386
cassava4.1_000533m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000534m	GO:0005515,GO:0043531,GO:0007165,GO:0005622,GO:0045087,GO:0031224,GO:0004888,GO:0006915,GO:0005524
cassava4.1_000535m	GO:0006355,GO:0005634
cassava4.1_000536m	GO:0035438,GO:0003723,GO:0005515,GO:0003746,GO:0006414,GO:0005622
cassava4.1_000537m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000538m	GO:0005524,GO:0030983,GO:0006298
cassava4.1_000539m	GO:0005515
cassava4.1_000540m	GO:0005515
cassava4.1_000541m	GO:0005515
cassava4.1_000542m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000543m	GO:0005524
cassava4.1_000544m	GO:0005515
cassava4.1_000545m	GO:0005515
cassava4.1_000546m	GO:0003676,GO:0008270,GO:0004527,GO:0005622
cassava4.1_000547m	GO:0005515
cassava4.1_000548m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000549m	GO:0000166,GO:0046872,GO:0003824,GO:0008152
cassava4.1_000550m	GO:0005515
cassava4.1_000551m	GO:0005524,GO:0007031,GO:0005777
cassava4.1_000552m	GO:0003676,GO:0008270,GO:0004527,GO:0005622
cassava4.1_000553m	GO:0005515,GO:0043531,GO:0006915,GO:0005524
cassava4.1_000554m	GO:0005515
cassava4.1_000555m	GO:0003676,GO:0005524,GO:0008026,GO:0004386
cassava4.1_000556m	GO:0003968
cassava4.1_000557m	
cassava4.1_000558m	GO:0005515
cassava4.1_000559m	GO:0005515,GO:0043531,GO:0006915,GO:0005524
cassava4.1_000560m	GO:0005515
cassava4.1_000561m	GO:0005515
cassava4.1_000562m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_000563m	GO:0005515
cassava4.1_000564m	GO:0003676,GO:0008270,GO:0004527,GO:0005622
cassava4.1_000565m	GO:0003676,GO:0005524,GO:0008026,GO:0004386
cassava4.1_000566m	GO:0003676,GO:0008270
cassava4.1_000567m	GO:0005515
cassava4.1_000568m	GO:0008020,GO:0006355,GO:0009584,GO:0018298,GO:0000155,GO:0007165,GO:0016020,GO:0005515,GO:0005524
cassava4.1_000569m	
cassava4.1_000570m	GO:0008020,GO:0006355,GO:0009584,GO:0018298,GO:0005515,GO:0005524
cassava4.1_000571m	GO:0004559,GO:0005975,GO:0015923,GO:0006013,GO:0004553,GO:0008270
cassava4.1_000572m	
cassava4.1_000573m	GO:0005515,GO:0043531,GO:0007165,GO:0005622
cassava4.1_000574m	
cassava4.1_000575m	GO:0008020,GO:0006355,GO:0009584,GO:0018298,GO:0045449,GO:0000155,GO:0007165,GO:0016020,GO:0005515,GO:0005524
cassava4.1_000576m	
cassava4.1_000577m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000578m	GO:0003677
cassava4.1_000579m	GO:0003723,GO:0004540
cassava4.1_000580m	
cassava4.1_000581m	
cassava4.1_000582m	GO:0003677
cassava4.1_000583m	GO:0005524,GO:0016887
cassava4.1_000584m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000585m	GO:0005515,GO:0043531
cassava4.1_000586m	
cassava4.1_000587m	
cassava4.1_000588m	
cassava4.1_000589m	GO:0005515,GO:0043531,GO:0007165,GO:0005622
cassava4.1_000590m	
cassava4.1_000591m	GO:0005515,GO:0008565,GO:0006886
cassava4.1_000592m	
cassava4.1_000593m	GO:0005515,GO:0043531,GO:0006915,GO:0005524
cassava4.1_000594m	
cassava4.1_000595m	GO:0005515,GO:0043531
cassava4.1_000596m	
cassava4.1_000597m	GO:0003824,GO:0008152,GO:0005524,GO:0006807,GO:0004086
cassava4.1_000598m	
cassava4.1_000599m	GO:0004221,GO:0006511,GO:0005515
cassava4.1_000600m	GO:0031072
cassava4.1_000601m	
cassava4.1_000602m	GO:0003677
cassava4.1_000603m	GO:0046872
cassava4.1_000604m	GO:0006355,GO:0005634,GO:0003677,GO:0009725
cassava4.1_000605m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000606m	GO:0016788,GO:0006505,GO:0006886,GO:0031227
cassava4.1_000607m	GO:0008270,GO:0006886,GO:0006888,GO:0030127
cassava4.1_000608m	
cassava4.1_000609m	GO:0003677,GO:0009725,GO:0045449,GO:0005634,GO:0006355
cassava4.1_000610m	GO:0006355,GO:0005634,GO:0003677,GO:0009725
cassava4.1_000611m	GO:0005515
cassava4.1_000612m	
cassava4.1_000613m	GO:0003677
cassava4.1_000614m	GO:0005524
cassava4.1_000615m	
cassava4.1_000616m	GO:0019538,GO:0005524
cassava4.1_000617m	GO:0005515,GO:0005634,GO:0003677
cassava4.1_000618m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000619m	GO:0003824,GO:0008152,GO:0046872,GO:0000166
cassava4.1_000620m	
cassava4.1_000621m	
cassava4.1_000622m	GO:0005515,GO:0046872,GO:0005543
cassava4.1_000623m	
cassava4.1_000624m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000625m	
cassava4.1_000626m	GO:0003700,GO:0008270,GO:0006355,GO:0005634,GO:0047134,GO:0055114
cassava4.1_000627m	GO:0005515,GO:0043531,GO:0007165,GO:0005622,GO:0045087,GO:0031224,GO:0004888,GO:0006915,GO:0005524
cassava4.1_000628m	GO:0008270
cassava4.1_000629m	GO:0005515,GO:0003824,GO:0008152,GO:0005543
cassava4.1_000630m	GO:0016032
cassava4.1_000631m	GO:0003677,GO:0005524,GO:0003676,GO:0004386,GO:0008270,GO:0016818
cassava4.1_000632m	GO:0003677,GO:0005524,GO:0003676,GO:0004386,GO:0016787
cassava4.1_000633m	GO:0003777,GO:0005524,GO:0007018,GO:0005515
cassava4.1_000634m	GO:0003824,GO:0005524,GO:0008641,GO:0006464
cassava4.1_000635m	GO:0003824,GO:0005524,GO:0008641,GO:0006464
cassava4.1_000636m	GO:0005515,GO:0008060,GO:0008270,GO:0032312,GO:0004672,GO:0005524,GO:0006468,GO:0005543
cassava4.1_000637m	
cassava4.1_000638m	GO:0005515
cassava4.1_000639m	GO:0005515,GO:0043531,GO:0006915,GO:0005524
cassava4.1_000640m	GO:0005515
cassava4.1_000641m	
cassava4.1_000642m	GO:0005515
cassava4.1_000643m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000644m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000645m	GO:0005515,GO:0043531,GO:0006915,GO:0005524
cassava4.1_000646m	GO:0003824,GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005737,GO:0006412,GO:0004822
cassava4.1_000647m	GO:0046872
cassava4.1_000648m	GO:0016032
cassava4.1_000649m	
cassava4.1_000650m	GO:0006810,GO:0005643
cassava4.1_000651m	GO:0004672,GO:0005524,GO:0006468,GO:0003824
cassava4.1_000652m	GO:0016760,GO:0030244,GO:0016020
cassava4.1_000653m	
cassava4.1_000654m	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005737,GO:0006412
cassava4.1_000655m	GO:0005524,GO:0030983,GO:0006298
cassava4.1_000656m	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005737,GO:0006412
cassava4.1_000657m	GO:0005515,GO:0043531
cassava4.1_000658m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000659m	GO:0005515,GO:0016760,GO:0030244,GO:0016020
cassava4.1_000660m	GO:0016760,GO:0030244,GO:0016020
cassava4.1_000661m	
cassava4.1_000662m	GO:0005515,GO:0008565,GO:0006886
cassava4.1_000663m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000664m	
cassava4.1_000665m	
cassava4.1_000666m	GO:0005524
cassava4.1_000667m	GO:0016760,GO:0030244,GO:0016020
cassava4.1_000668m	
cassava4.1_000669m	GO:0046872
cassava4.1_000670m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000671m	GO:0006355,GO:0005634
cassava4.1_000672m	
cassava4.1_000673m	GO:0005515,GO:0016760,GO:0030244,GO:0016020
cassava4.1_000674m	
cassava4.1_000675m	GO:0005515,GO:0005634,GO:0003677,GO:0030528,GO:0006355,GO:0005516
cassava4.1_000676m	
cassava4.1_000677m	GO:0016881
cassava4.1_000678m	
cassava4.1_000679m	GO:0005515
cassava4.1_000680m	
cassava4.1_000681m	GO:0009987
cassava4.1_000682m	GO:0005515
cassava4.1_000683m	GO:0009987
cassava4.1_000684m	
cassava4.1_000685m	GO:0003677,GO:0005634
cassava4.1_000686m	GO:0005515
cassava4.1_000687m	GO:0005515,GO:0030528,GO:0045449,GO:0005634,GO:0003677
cassava4.1_000688m	GO:0004252,GO:0006508
cassava4.1_000689m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000690m	
cassava4.1_000691m	GO:0005524,GO:0005694,GO:0016032,GO:0005515,GO:0051276
cassava4.1_000692m	
cassava4.1_000693m	GO:0005515
cassava4.1_000694m	
cassava4.1_000695m	GO:0016760,GO:0030244,GO:0016020
cassava4.1_000696m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000697m	GO:0005515,GO:0035091,GO:0007154
cassava4.1_000698m	GO:0003777,GO:0005524,GO:0007018
cassava4.1_000699m	GO:0006810,GO:0005643
cassava4.1_000700m	GO:0000166,GO:0004820,GO:0005524,GO:0006412,GO:0006426,GO:0005737
cassava4.1_000701m	
cassava4.1_000702m	GO:0003677,GO:0005524,GO:0003676,GO:0004386,GO:0031491,GO:0043044,GO:0016585,GO:0016818,GO:0006338,GO:0005634
cassava4.1_000703m	GO:0031491,GO:0043044,GO:0016585,GO:0003676,GO:0005524,GO:0016818,GO:0006338,GO:0005634,GO:0003677,GO:0004386
cassava4.1_000704m	
cassava4.1_000705m	GO:0003924,GO:0005525
cassava4.1_000706m	
cassava4.1_000707m	GO:0003924,GO:0005525
cassava4.1_000708m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000709m	GO:0005515
cassava4.1_000710m	GO:0005515
cassava4.1_000711m	
cassava4.1_000712m	GO:0016760,GO:0030244,GO:0016020
cassava4.1_000713m	
cassava4.1_000714m	
cassava4.1_000715m	GO:0003723
cassava4.1_000716m	GO:0000166,GO:0046872,GO:0003824,GO:0008152,GO:0016020,GO:0015662,GO:0006812,GO:0006754
cassava4.1_000717m	GO:0019538
cassava4.1_000718m	GO:0004375,GO:0055114
cassava4.1_000719m	GO:0009058
cassava4.1_000720m	GO:0003777,GO:0005524,GO:0007018
cassava4.1_000721m	GO:0003676,GO:0008270,GO:0005622
cassava4.1_000722m	GO:0004375,GO:0055114
cassava4.1_000723m	GO:0019538,GO:0005524
cassava4.1_000724m	GO:0003777,GO:0005524,GO:0007018
cassava4.1_000725m	GO:0008964,GO:0006099,GO:0015977
cassava4.1_000726m	
cassava4.1_000727m	
cassava4.1_000728m	GO:0005515
cassava4.1_000729m	GO:0003723
cassava4.1_000730m	GO:0000166,GO:0046872,GO:0003824,GO:0008152
cassava4.1_000731m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_000732m	GO:0009058
cassava4.1_000733m	GO:0003723
cassava4.1_000734m	GO:0005515,GO:0043531,GO:0006915,GO:0005524
cassava4.1_000735m	GO:0005515,GO:0004221,GO:0006511
cassava4.1_000736m	GO:0005694,GO:0005524
cassava4.1_000737m	GO:0009987
cassava4.1_000738m	GO:0009987
cassava4.1_000739m	GO:0016491,GO:0055114
cassava4.1_000740m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_000741m	GO:0008565,GO:0006886
cassava4.1_000742m	
cassava4.1_000743m	GO:0005515,GO:0035091,GO:0007154
cassava4.1_000744m	GO:0009058,GO:0005985
cassava4.1_000745m	
cassava4.1_000746m	GO:0000166,GO:0046872,GO:0003824,GO:0008152,GO:0016020,GO:0015662,GO:0006812,GO:0006754
cassava4.1_000747m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000748m	GO:0005515,GO:0043531,GO:0006915,GO:0005524
cassava4.1_000749m	GO:0003777,GO:0005524,GO:0007018
cassava4.1_000750m	GO:0005515,GO:0004221,GO:0006511
cassava4.1_000751m	GO:0003777,GO:0005524,GO:0007018
cassava4.1_000752m	GO:0003777,GO:0005524,GO:0007018
cassava4.1_000753m	GO:0005515,GO:0008565,GO:0006886
cassava4.1_000754m	GO:0003677,GO:0006352,GO:0016570,GO:0005634,GO:0003676,GO:0008270
cassava4.1_000755m	GO:0005515,GO:0006468,GO:0004672
cassava4.1_000756m	GO:0016773,GO:0048015,GO:0046854,GO:0004428
cassava4.1_000757m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_000758m	
cassava4.1_000759m	GO:0008270,GO:0005515
cassava4.1_000760m	GO:0030528,GO:0045449,GO:0005634,GO:0006355,GO:0005515
cassava4.1_000761m	GO:0003676,GO:0005524,GO:0008026,GO:0004386
cassava4.1_000762m	GO:0005524,GO:0016887,GO:0016020
cassava4.1_000763m	GO:0008565,GO:0006886
cassava4.1_000764m	
cassava4.1_000765m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000766m	GO:0003777,GO:0005524,GO:0007018
cassava4.1_000767m	GO:0005515
cassava4.1_000768m	
cassava4.1_000769m	GO:0003676
cassava4.1_000770m	GO:0016760,GO:0030244,GO:0016020
cassava4.1_000771m	GO:0004252,GO:0006508
cassava4.1_000772m	GO:0004252,GO:0006508
cassava4.1_000773m	GO:0003824,GO:0008152,GO:0005515,GO:0016491
cassava4.1_000774m	GO:0005515
cassava4.1_000775m	GO:0005515
cassava4.1_000776m	
cassava4.1_000777m	GO:0003677,GO:0005524,GO:0003676,GO:0004386
cassava4.1_000778m	GO:0005515,GO:0042393,GO:0008270,GO:0018024,GO:0034968,GO:0005634
cassava4.1_000779m	GO:0003677,GO:0005524,GO:0003676,GO:0004386,GO:0005515,GO:0008270,GO:0016818
cassava4.1_000780m	GO:0000156,GO:0000160,GO:0006355,GO:0000155,GO:0007165,GO:0016020,GO:0005524
cassava4.1_000781m	GO:0046872
cassava4.1_000782m	GO:0000166,GO:0046872,GO:0003824,GO:0008152,GO:0005516
cassava4.1_000783m	GO:0005515
cassava4.1_000784m	GO:0005524
cassava4.1_000785m	GO:0008270,GO:0006886,GO:0006888,GO:0030127
cassava4.1_000786m	
cassava4.1_000787m	GO:0008565,GO:0006886
cassava4.1_000788m	GO:0008565,GO:0006886
cassava4.1_000789m	GO:0003677
cassava4.1_000790m	GO:0003676,GO:0004386,GO:0005524,GO:0008270,GO:0008026
cassava4.1_000791m	GO:0005515,GO:0003824,GO:0008152
cassava4.1_000792m	GO:0005515
cassava4.1_000793m	GO:0016740,GO:0005515
cassava4.1_000794m	GO:0004806,GO:0006629,GO:0005525
cassava4.1_000795m	GO:0005515,GO:0016740
cassava4.1_000796m	
cassava4.1_000797m	GO:0003677,GO:0005634
cassava4.1_000798m	GO:0005515,GO:0043531,GO:0006915,GO:0005524
cassava4.1_000799m	
cassava4.1_000800m	GO:0000156,GO:0000160,GO:0006355,GO:0000155,GO:0007165,GO:0016020,GO:0005524
cassava4.1_000801m	
cassava4.1_000802m	
cassava4.1_000803m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000804m	GO:0005515,GO:0043531,GO:0006915,GO:0005524
cassava4.1_000805m	
cassava4.1_000806m	GO:0003924,GO:0005525
cassava4.1_000807m	
cassava4.1_000808m	GO:0003924,GO:0005525,GO:0005622,GO:0003743,GO:0006413,GO:0007264
cassava4.1_000809m	GO:0005515
cassava4.1_000810m	
cassava4.1_000811m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000812m	GO:0003924,GO:0005525,GO:0005622,GO:0003743,GO:0006413,GO:0007264
cassava4.1_000813m	
cassava4.1_000814m	
cassava4.1_000815m	
cassava4.1_000816m	GO:0005515
cassava4.1_000817m	GO:0005515
cassava4.1_000818m	GO:0005515,GO:0004842,GO:0016567,GO:0000151
cassava4.1_000819m	GO:0004252,GO:0006508
cassava4.1_000820m	
cassava4.1_000821m	GO:0005515,GO:0043531,GO:0006915,GO:0005524
cassava4.1_000822m	GO:0016624,GO:0008152,GO:0030976,GO:0006096,GO:0004591
cassava4.1_000823m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_000824m	GO:0003676,GO:0004386,GO:0005524,GO:0008026
cassava4.1_000825m	GO:0008565,GO:0006886
cassava4.1_000826m	GO:0005515
cassava4.1_000827m	GO:0009058
cassava4.1_000828m	GO:0016624,GO:0008152,GO:0030976,GO:0006096,GO:0004591
cassava4.1_000829m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000830m	
cassava4.1_000831m	
cassava4.1_000832m	GO:0000166,GO:0046872,GO:0003824,GO:0008152,GO:0005516
cassava4.1_000833m	GO:0005515
cassava4.1_000834m	GO:0006886,GO:0016192,GO:0030131,GO:0030117
cassava4.1_000835m	GO:0005515
cassava4.1_000836m	GO:0008964,GO:0006099,GO:0015977
cassava4.1_000837m	GO:0003676
cassava4.1_000838m	
cassava4.1_000839m	GO:0009058,GO:0005985
cassava4.1_000840m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000841m	GO:0003676
cassava4.1_000842m	GO:0016787
cassava4.1_000843m	GO:0003779,GO:0007010
cassava4.1_000844m	GO:0000166,GO:0046872,GO:0030001,GO:0003824,GO:0008152
cassava4.1_000845m	GO:0005515
cassava4.1_000846m	GO:0003677
cassava4.1_000847m	
cassava4.1_000848m	GO:0000166,GO:0046872,GO:0030001,GO:0003824,GO:0008152
cassava4.1_000849m	GO:0005515
cassava4.1_000850m	GO:0008270,GO:0005622
cassava4.1_000851m	GO:0003677
cassava4.1_000852m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000853m	GO:0003777,GO:0005524,GO:0007018,GO:0005515
cassava4.1_000854m	GO:0003676
cassava4.1_000855m	GO:0005525,GO:0007264,GO:0005622
cassava4.1_000856m	GO:0005515,GO:0004842,GO:0016567,GO:0000151
cassava4.1_000857m	GO:0000166,GO:0046872,GO:0003824,GO:0008152,GO:0005516
cassava4.1_000858m	GO:0005524,GO:0016820,GO:0000166,GO:0046872,GO:0003824,GO:0008152,GO:0005516
cassava4.1_000859m	GO:0000156,GO:0000160,GO:0006355,GO:0000155,GO:0007165,GO:0016020,GO:0005524
cassava4.1_000860m	GO:0003777,GO:0005524,GO:0007018,GO:0005515
cassava4.1_000861m	GO:0005515
cassava4.1_000862m	GO:0008270,GO:0005515,GO:0003677
cassava4.1_000863m	GO:0000166,GO:0004813,GO:0005524,GO:0006412,GO:0006419,GO:0005737,GO:0003676,GO:0016876,GO:0043039
cassava4.1_000864m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000865m	GO:0005515
cassava4.1_000866m	GO:0003723
cassava4.1_000867m	GO:0009058,GO:0005985
cassava4.1_000868m	
cassava4.1_000869m	GO:0004559,GO:0005975,GO:0015923,GO:0006013,GO:0004553,GO:0008270
cassava4.1_000870m	GO:0005515
cassava4.1_000871m	GO:0008565,GO:0006886
cassava4.1_000872m	GO:0003777,GO:0005524,GO:0007018
cassava4.1_000873m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000874m	GO:0005515
cassava4.1_000875m	GO:0017038,GO:0016020,GO:0005524
cassava4.1_000876m	
cassava4.1_000877m	GO:0008270
cassava4.1_000878m	GO:0005524,GO:0030983,GO:0006298
cassava4.1_000879m	GO:0005515
cassava4.1_000880m	
cassava4.1_000881m	GO:0000156,GO:0000160,GO:0006355,GO:0000155,GO:0007165,GO:0016020,GO:0005524
cassava4.1_000882m	GO:0005083
cassava4.1_000883m	GO:0005515,GO:0004842,GO:0016567,GO:0000151
cassava4.1_000884m	GO:0005515
cassava4.1_000885m	
cassava4.1_000886m	GO:0004842,GO:0016567,GO:0000151,GO:0034450,GO:0006511
cassava4.1_000887m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000888m	
cassava4.1_000889m	GO:0019538
cassava4.1_000890m	GO:0005515
cassava4.1_000891m	GO:0005515
cassava4.1_000892m	
cassava4.1_000893m	GO:0034450,GO:0006511,GO:0016567,GO:0000151,GO:0004842
cassava4.1_000894m	GO:0004672,GO:0005524,GO:0006468,GO:0006355,GO:0005515
cassava4.1_000895m	
cassava4.1_000896m	GO:0005515
cassava4.1_000897m	GO:0016787,GO:0005515
cassava4.1_000898m	GO:0003723
cassava4.1_000899m	GO:0005524,GO:0006508,GO:0004222
cassava4.1_000900m	GO:0005515
cassava4.1_000901m	
cassava4.1_000902m	GO:0003899,GO:0006350,GO:0005634,GO:0006351,GO:0003677,GO:0032549
cassava4.1_000903m	GO:0008152
cassava4.1_000904m	GO:0005515
cassava4.1_000905m	
cassava4.1_000906m	GO:0016760,GO:0030244,GO:0016020
cassava4.1_000907m	GO:0000166,GO:0004813,GO:0005524,GO:0006419,GO:0005737,GO:0003676,GO:0016876,GO:0043039,GO:0006412
cassava4.1_000908m	GO:0008152
cassava4.1_000909m	GO:0005622
cassava4.1_000910m	GO:0003677,GO:0005524,GO:0003676,GO:0004386
cassava4.1_000911m	GO:0000166,GO:0046872,GO:0003824,GO:0008152,GO:0016020,GO:0015662,GO:0006812,GO:0006754
cassava4.1_000912m	
cassava4.1_000913m	GO:0003951,GO:0008152
cassava4.1_000914m	
cassava4.1_000915m	GO:0003723
cassava4.1_000916m	
cassava4.1_000917m	GO:0003677,GO:0006351,GO:0005634
cassava4.1_000918m	GO:0005515,GO:0006468,GO:0005524,GO:0004672
cassava4.1_000919m	
cassava4.1_000920m	GO:0005515
cassava4.1_000921m	GO:0004221,GO:0006511,GO:0008270
cassava4.1_000922m	GO:0005515
cassava4.1_000923m	GO:0005515
cassava4.1_000924m	
cassava4.1_000925m	
cassava4.1_000926m	GO:0003723,GO:0004540
cassava4.1_000927m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000928m	GO:0003677,GO:0003899,GO:0006351
cassava4.1_000929m	GO:0003677,GO:0003899,GO:0006350,GO:0006351
cassava4.1_000930m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000931m	GO:0003725,GO:0005622,GO:0003676,GO:0004386,GO:0005524,GO:0003723,GO:0004525,GO:0006396,GO:0016891
cassava4.1_000932m	GO:0005515
cassava4.1_000933m	
cassava4.1_000934m	
cassava4.1_000935m	
cassava4.1_000936m	
cassava4.1_000937m	
cassava4.1_000938m	GO:0005524
cassava4.1_000939m	
cassava4.1_000940m	GO:0005515
cassava4.1_000941m	GO:0003676,GO:0005524,GO:0008026,GO:0004386,GO:0016818
cassava4.1_000942m	GO:0003677,GO:0006351,GO:0005634,GO:0030528
cassava4.1_000943m	GO:0005515,GO:0005634,GO:0003677,GO:0030528,GO:0006355,GO:0005516
cassava4.1_000944m	GO:0005515,GO:0043531,GO:0007165,GO:0005622
cassava4.1_000945m	
cassava4.1_000946m	GO:0005515
cassava4.1_000947m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000948m	GO:0003924,GO:0005525
cassava4.1_000949m	GO:0003676,GO:0016788
cassava4.1_000950m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000951m	GO:0003676,GO:0016788
cassava4.1_000952m	
cassava4.1_000953m	GO:0003676,GO:0016788
cassava4.1_000954m	
cassava4.1_000955m	GO:0003774,GO:0005524,GO:0016459,GO:0005515
cassava4.1_000956m	GO:0005515
cassava4.1_000957m	GO:0005516
cassava4.1_000958m	GO:0003676,GO:0005524,GO:0008026,GO:0004386,GO:0016818
cassava4.1_000959m	
cassava4.1_000960m	GO:0006886,GO:0016192
cassava4.1_000961m	GO:0004672,GO:0005524,GO:0006468,GO:0006355,GO:0005515
cassava4.1_000962m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000963m	GO:0000166,GO:0046872,GO:0030001,GO:0003824,GO:0008152
cassava4.1_000964m	
cassava4.1_000965m	GO:0005515
cassava4.1_000966m	
cassava4.1_000967m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000968m	GO:0005515
cassava4.1_000969m	GO:0003677,GO:0003887,GO:0006260
cassava4.1_000970m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000971m	GO:0004559,GO:0005975,GO:0015923,GO:0006013,GO:0004553,GO:0008270
cassava4.1_000972m	GO:0003676,GO:0005524,GO:0008026,GO:0004386
cassava4.1_000973m	
cassava4.1_000974m	GO:0003677,GO:0005634
cassava4.1_000975m	GO:0005515
cassava4.1_000976m	GO:0016740,GO:0006506,GO:0005789
cassava4.1_000977m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_000978m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000979m	GO:0003676,GO:0008270
cassava4.1_000980m	GO:0004222,GO:0006508,GO:0008270
cassava4.1_000981m	
cassava4.1_000982m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_000983m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000984m	GO:0005515
cassava4.1_000985m	GO:0003777,GO:0005524,GO:0007018
cassava4.1_000986m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_000987m	GO:0003723
cassava4.1_000988m	GO:0009058
cassava4.1_000989m	
cassava4.1_000990m	
cassava4.1_000991m	
cassava4.1_000992m	GO:0016760,GO:0030244,GO:0016020
cassava4.1_000993m	GO:0004559,GO:0005975,GO:0015923,GO:0006013,GO:0004553,GO:0008270
