Ciclev10000001m	GO:0005515,GO:0016881,GO:0006464,GO:0005622
Ciclev10000571m	
Ciclev10000572m	
Ciclev10000573m	
Ciclev10000574m	GO:0006468,GO:0004672,GO:0004674
Ciclev10000575m	GO:0005515
Ciclev10000576m	GO:0006629,GO:0004806
Ciclev10000577m	GO:0006508,GO:0004252
Ciclev10000578m	
Ciclev10000579m	GO:0008152,GO:0003824
Ciclev10000580m	
Ciclev10000581m	GO:0006468,GO:0004672,GO:0004674
Ciclev10000582m	GO:0051536,GO:0003824,GO:0051539,GO:0009451
Ciclev10000583m	GO:0055114,GO:0016491,GO:0010181
Ciclev10000584m	GO:0016491,GO:0055114,GO:0010181
Ciclev10000585m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000586m	GO:0005524,GO:0004386,GO:0003676,GO:0008026,GO:0006310
Ciclev10000587m	
Ciclev10000588m	
Ciclev10000589m	GO:0008270,GO:0005515
Ciclev10000590m	
Ciclev10000591m	GO:0006281,GO:0003913
Ciclev10000592m	GO:0016779,GO:0008152
Ciclev10000593m	
Ciclev10000594m	GO:0006096,GO:0005945,GO:0003872
Ciclev10000595m	GO:0006096,GO:0005945,GO:0003872
Ciclev10000596m	
Ciclev10000597m	GO:0005515,GO:0006468,GO:0005524,GO:0004672
Ciclev10000598m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000599m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000600m	GO:0005975,GO:0004553
Ciclev10000601m	GO:0005515
Ciclev10000602m	
Ciclev10000603m	GO:0006096,GO:0006094,GO:0004347
Ciclev10000604m	
Ciclev10000605m	
Ciclev10000606m	GO:0030528,GO:0005634
Ciclev10000607m	GO:0030528,GO:0005634
Ciclev10000608m	GO:0030528,GO:0005634
Ciclev10000609m	GO:0030528,GO:0005634
Ciclev10000610m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000611m	GO:0016021,GO:0006486,GO:0005783,GO:0004579
Ciclev10000612m	GO:0006355,GO:0003677
Ciclev10000613m	
Ciclev10000614m	GO:0008270
Ciclev10000615m	GO:0006096,GO:0005945,GO:0003872
Ciclev10000616m	GO:0055085,GO:0016021,GO:0006810,GO:0005215
Ciclev10000617m	GO:0030528,GO:0005634
Ciclev10000618m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000619m	GO:0030528,GO:0005634
Ciclev10000620m	GO:0005622,GO:0005525,GO:0003924,GO:0000287
Ciclev10000621m	GO:0005991,GO:0004555
Ciclev10000622m	
Ciclev10000623m	GO:0006468,GO:0005524,GO:0004672,GO:0004674
Ciclev10000624m	
Ciclev10000625m	
Ciclev10000626m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000627m	
Ciclev10000628m	GO:0008152
Ciclev10000629m	GO:0006629,GO:0004806
Ciclev10000630m	
Ciclev10000631m	
Ciclev10000632m	
Ciclev10000633m	
Ciclev10000634m	
Ciclev10000635m	
Ciclev10000636m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000637m	
Ciclev10000638m	
Ciclev10000639m	GO:0016020,GO:0006857,GO:0005215
Ciclev10000640m	GO:0055085,GO:0016021,GO:0006810,GO:0005215
Ciclev10000641m	
Ciclev10000642m	
Ciclev10000643m	GO:0008168
Ciclev10000644m	GO:0008168
Ciclev10000645m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000646m	GO:0008168
Ciclev10000647m	GO:0008168
Ciclev10000648m	GO:0005515,GO:0006468,GO:0005524,GO:0004672
Ciclev10000649m	GO:0034755,GO:0016021,GO:0005381
Ciclev10000650m	GO:0008168,GO:0008152
Ciclev10000651m	GO:0016597,GO:0008152,GO:0051287,GO:0016616,GO:0048037,GO:0055114,GO:0006564,GO:0004617
Ciclev10000652m	
Ciclev10000653m	GO:0006468,GO:0005524,GO:0004672,GO:0004674
Ciclev10000654m	GO:0043565,GO:0006355,GO:0003700
Ciclev10000655m	GO:0006563,GO:0006544,GO:0004372
Ciclev10000656m	GO:0006563,GO:0006544,GO:0004372
Ciclev10000657m	GO:0016021
Ciclev10000658m	GO:0016757
Ciclev10000659m	GO:0005524,GO:0004386,GO:0003676,GO:0008026
Ciclev10000660m	
Ciclev10000661m	
Ciclev10000662m	
Ciclev10000663m	
Ciclev10000664m	GO:0016757
Ciclev10000665m	
Ciclev10000666m	
Ciclev10000667m	
Ciclev10000668m	
Ciclev10000669m	
Ciclev10000670m	GO:0016021
Ciclev10000671m	
Ciclev10000672m	GO:0005515
Ciclev10000673m	GO:0009416,GO:0004871,GO:0005515
Ciclev10000674m	GO:0005991,GO:0004555
Ciclev10000675m	
Ciclev10000676m	GO:0009416,GO:0004871,GO:0005515
Ciclev10000677m	
Ciclev10000678m	GO:0005515
Ciclev10000679m	
Ciclev10000680m	GO:0005543
Ciclev10000681m	
Ciclev10000682m	
Ciclev10000683m	
Ciclev10000684m	
Ciclev10000685m	
Ciclev10000686m	GO:0008168
Ciclev10000687m	GO:0008168
Ciclev10000688m	GO:0008152
Ciclev10000689m	
Ciclev10000690m	GO:0005524,GO:0004386,GO:0003676,GO:0008026
Ciclev10000691m	GO:0016779,GO:0006396,GO:0003723
Ciclev10000692m	
Ciclev10000693m	GO:0006355,GO:0003677,GO:0009725,GO:0005634
Ciclev10000694m	GO:0005515
Ciclev10000695m	GO:0006355,GO:0003677,GO:0009725,GO:0005634
Ciclev10000696m	GO:0006355,GO:0003677,GO:0009725,GO:0005634
Ciclev10000697m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000698m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000699m	
Ciclev10000700m	
Ciclev10000701m	
Ciclev10000702m	
Ciclev10000703m	GO:0008270,GO:0005515
Ciclev10000704m	GO:0046872,GO:0008081
Ciclev10000705m	GO:0042545,GO:0030599,GO:0005618,GO:0004857
Ciclev10000706m	
Ciclev10000707m	GO:0046872,GO:0005515
Ciclev10000708m	
Ciclev10000709m	GO:0050660,GO:0016491,GO:0055114,GO:0019139,GO:0009690
Ciclev10000710m	GO:0008654,GO:0004609
Ciclev10000711m	
Ciclev10000712m	GO:0046872,GO:0005515
Ciclev10000713m	
Ciclev10000714m	
Ciclev10000715m	
Ciclev10000716m	GO:0005622,GO:0003725
Ciclev10000717m	
Ciclev10000718m	
Ciclev10000719m	GO:0016020,GO:0006857,GO:0005215
Ciclev10000720m	
Ciclev10000721m	GO:0016192,GO:0006904
Ciclev10000722m	GO:0004347,GO:0006094,GO:0006096
Ciclev10000723m	GO:0030170,GO:0019752,GO:0016831
Ciclev10000724m	GO:0031072
Ciclev10000725m	GO:0005515
Ciclev10000726m	GO:0046872,GO:0008081
Ciclev10000727m	GO:0005524,GO:0004386,GO:0003676,GO:0008026
Ciclev10000728m	GO:0004363,GO:0005524,GO:0006750
Ciclev10000729m	GO:0005524,GO:0004386,GO:0003676,GO:0008026
Ciclev10000730m	
Ciclev10000731m	GO:0016192,GO:0006904
Ciclev10000732m	GO:0009416,GO:0004871,GO:0005515
Ciclev10000733m	
Ciclev10000734m	
Ciclev10000735m	GO:0008152,GO:0003824
Ciclev10000736m	GO:0016020,GO:0006810,GO:0005215
Ciclev10000737m	
Ciclev10000738m	GO:0016020,GO:0006857,GO:0005215
Ciclev10000739m	GO:0016773,GO:0005975
Ciclev10000740m	
Ciclev10000741m	
Ciclev10000742m	
Ciclev10000743m	GO:0005515
Ciclev10000744m	GO:0006355,GO:0003677
Ciclev10000745m	GO:0005515
Ciclev10000746m	GO:0006355,GO:0003677
Ciclev10000747m	GO:0046872,GO:0030001
Ciclev10000748m	GO:0016021,GO:0008219
Ciclev10000749m	GO:0003676
Ciclev10000750m	GO:0003676
Ciclev10000751m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10000752m	GO:0046872,GO:0030001
Ciclev10000753m	
Ciclev10000754m	GO:0008152,GO:0003824
Ciclev10000755m	GO:0008152,GO:0003824
Ciclev10000756m	
Ciclev10000757m	
Ciclev10000758m	
Ciclev10000759m	GO:0008408,GO:0006139,GO:0005622,GO:0003676
Ciclev10000760m	GO:0005089
Ciclev10000761m	GO:0055114,GO:0050662,GO:0015936,GO:0004420
Ciclev10000762m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000763m	
Ciclev10000764m	GO:0008152,GO:0003824
Ciclev10000765m	GO:0008883,GO:0050661,GO:0033014,GO:0055114,GO:0005737,GO:0004764
Ciclev10000766m	GO:0008318,GO:0018342
Ciclev10000767m	
Ciclev10000768m	
Ciclev10000769m	GO:0008107,GO:0042546,GO:0016020
Ciclev10000770m	
Ciclev10000771m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000772m	GO:0005622,GO:0005525
Ciclev10000773m	GO:0016021
Ciclev10000774m	
Ciclev10000775m	GO:0030170,GO:0019752,GO:0016831
Ciclev10000776m	GO:0055114,GO:0016491,GO:0008152,GO:0006081,GO:0004030
Ciclev10000777m	GO:0055085,GO:0016020,GO:0006810,GO:0005215
Ciclev10000778m	GO:0055085,GO:0016020,GO:0006810,GO:0005215
Ciclev10000779m	GO:0055085,GO:0016020,GO:0006810,GO:0005215
Ciclev10000780m	GO:0055085,GO:0016021,GO:0015299,GO:0006812
Ciclev10000781m	GO:0055085,GO:0016021,GO:0015299,GO:0006812
Ciclev10000782m	GO:0009228,GO:0004789
Ciclev10000783m	GO:0055114,GO:0016491,GO:0005507
Ciclev10000784m	GO:0042546,GO:0016020,GO:0008107
Ciclev10000785m	GO:0009416,GO:0004871
Ciclev10000786m	
Ciclev10000787m	GO:0009416,GO:0004871
Ciclev10000788m	
Ciclev10000789m	
Ciclev10000790m	GO:0010181,GO:0055114,GO:0016638
Ciclev10000791m	GO:0008270
Ciclev10000792m	
Ciclev10000793m	GO:0005515
Ciclev10000794m	GO:0055085,GO:0016021
Ciclev10000795m	GO:0008270
Ciclev10000796m	
Ciclev10000797m	GO:0016773,GO:0006139,GO:0005524
Ciclev10000798m	
Ciclev10000799m	
Ciclev10000800m	
Ciclev10000801m	
Ciclev10000802m	GO:0050660,GO:0016491,GO:0055114
Ciclev10000803m	GO:0030528,GO:0006351,GO:0005634,GO:0003677
Ciclev10000804m	
Ciclev10000805m	GO:0016161,GO:0000272
Ciclev10000806m	GO:0005515
Ciclev10000807m	
Ciclev10000808m	GO:0050660,GO:0016491,GO:0055114
Ciclev10000809m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000810m	GO:0050660,GO:0016491,GO:0055114
Ciclev10000811m	GO:0050660,GO:0016491,GO:0055114
Ciclev10000812m	GO:0031072
Ciclev10000813m	GO:0050660,GO:0016491,GO:0055114
Ciclev10000814m	GO:0050660,GO:0016491,GO:0055114
Ciclev10000815m	GO:0006508,GO:0004190
Ciclev10000816m	GO:0042545,GO:0030599,GO:0005618,GO:0004857
Ciclev10000817m	GO:0050660,GO:0016491,GO:0055114
Ciclev10000818m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000819m	GO:0055085,GO:0022857,GO:0016021
Ciclev10000820m	GO:0031072
Ciclev10000821m	GO:0055114,GO:0010277,GO:0051537,GO:0016491
Ciclev10000822m	GO:0042546,GO:0016020,GO:0008107
Ciclev10000823m	GO:0004609,GO:0008654
Ciclev10000824m	GO:0006289,GO:0004518,GO:0003677
Ciclev10000825m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000826m	GO:0016020,GO:0006810,GO:0005215
Ciclev10000827m	
Ciclev10000828m	GO:0055085,GO:0022857,GO:0016021
Ciclev10000829m	
Ciclev10000830m	
Ciclev10000831m	GO:0005515
Ciclev10000832m	GO:0016787
Ciclev10000833m	
Ciclev10000834m	
Ciclev10000835m	GO:0009073,GO:0003849
Ciclev10000836m	GO:0044267,GO:0005524,GO:0051082,GO:0006457
Ciclev10000837m	GO:0010181
Ciclev10000838m	GO:0009982,GO:0009451,GO:0003723,GO:0001522
Ciclev10000839m	GO:0055114,GO:0050660,GO:0016021,GO:0004506
Ciclev10000840m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000841m	
Ciclev10000842m	GO:0016779,GO:0009058
Ciclev10000843m	GO:0055085,GO:0016021
Ciclev10000844m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000845m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000846m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000847m	
Ciclev10000848m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000849m	GO:0005975,GO:0004553
Ciclev10000850m	GO:0008270,GO:0005622
Ciclev10000851m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000852m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000853m	
Ciclev10000854m	
Ciclev10000855m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10000856m	
Ciclev10000857m	GO:0055085,GO:0016021,GO:0006810,GO:0005215
Ciclev10000858m	
Ciclev10000859m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000860m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000861m	GO:0055085,GO:0016021
Ciclev10000862m	
Ciclev10000863m	GO:0005622,GO:0005525
Ciclev10000864m	
Ciclev10000865m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000866m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000867m	
Ciclev10000868m	
Ciclev10000869m	
Ciclev10000870m	GO:0006355,GO:0003677
Ciclev10000871m	GO:0042450,GO:0004056
Ciclev10000872m	GO:0006563,GO:0006544,GO:0004372
Ciclev10000873m	GO:0003676
Ciclev10000874m	GO:0003855
Ciclev10000875m	GO:0006563,GO:0006544,GO:0004372
Ciclev10000876m	GO:0006468,GO:0005524,GO:0004672,GO:0004674
Ciclev10000877m	GO:0004637,GO:0009113
Ciclev10000878m	GO:0006468,GO:0004672
Ciclev10000879m	GO:0006355,GO:0003677
Ciclev10000880m	
Ciclev10000881m	GO:0006355,GO:0003677
Ciclev10000882m	GO:0006355,GO:0003677
Ciclev10000883m	GO:0006355,GO:0003677
Ciclev10000884m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000885m	
Ciclev10000886m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000887m	GO:0006886,GO:0005622
Ciclev10000888m	GO:0051536,GO:0003824
Ciclev10000889m	GO:0016747,GO:0016020,GO:0006633,GO:0008610
Ciclev10000890m	
Ciclev10000891m	GO:0016021
Ciclev10000892m	GO:0009228,GO:0004789
Ciclev10000893m	
Ciclev10000894m	GO:0003723
Ciclev10000895m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000896m	GO:0006508,GO:0004190
Ciclev10000897m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000898m	
Ciclev10000899m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000900m	GO:0004789,GO:0009228
Ciclev10000901m	
Ciclev10000902m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000903m	GO:0003855
Ciclev10000904m	
Ciclev10000905m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000906m	GO:0006468,GO:0004672
Ciclev10000907m	
Ciclev10000908m	
Ciclev10000909m	GO:0016021,GO:0008219
Ciclev10000910m	GO:0003824
Ciclev10000911m	GO:0055114,GO:0004497,GO:0050660,GO:0016021,GO:0004506
Ciclev10000912m	
Ciclev10000913m	GO:0005975,GO:0004553,GO:0051015,GO:0030674
Ciclev10000914m	GO:0006950,GO:0006468,GO:0005524,GO:0004672
Ciclev10000915m	GO:0006418,GO:0006412,GO:0005737,GO:0005524,GO:0004812,GO:0000166,GO:0006434,GO:0004828
Ciclev10000916m	GO:0003824
Ciclev10000917m	GO:0016758,GO:0008152
Ciclev10000918m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000919m	GO:0006468,GO:0004672,GO:0016597,GO:0008152
Ciclev10000920m	GO:0007264,GO:0005622,GO:0005525
Ciclev10000921m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000922m	GO:0005515
Ciclev10000923m	GO:0016310,GO:0016301,GO:0005524
Ciclev10000924m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000925m	GO:0016758,GO:0008152
Ciclev10000926m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000927m	GO:0005634
Ciclev10000928m	GO:0016758,GO:0008152
Ciclev10000929m	GO:0006096,GO:0005945,GO:0003872
Ciclev10000930m	
Ciclev10000931m	GO:0006468,GO:0005524,GO:0004672
Ciclev10000932m	
Ciclev10000933m	GO:0016021,GO:0008219
Ciclev10000934m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000935m	
Ciclev10000936m	GO:0006355,GO:0003677
Ciclev10000937m	GO:0016021,GO:0006486,GO:0005783,GO:0004579
Ciclev10000938m	
Ciclev10000939m	GO:0016773,GO:0005975,GO:0005524
Ciclev10000940m	
Ciclev10000941m	
Ciclev10000942m	GO:0006563,GO:0006544,GO:0004372
Ciclev10000943m	GO:0006096,GO:0005945,GO:0003872
Ciclev10000944m	GO:0016758,GO:0008152
Ciclev10000945m	
Ciclev10000946m	GO:0006915,GO:0005524
Ciclev10000947m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10000948m	GO:0004096,GO:0005506,GO:0020037,GO:0006979,GO:0055114
Ciclev10000949m	GO:0055114,GO:0016491,GO:0008152,GO:0006081,GO:0004030
Ciclev10000950m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10000951m	GO:0055114,GO:0020037,GO:0006979,GO:0005506,GO:0004096
Ciclev10000952m	GO:0005515
Ciclev10000953m	GO:0006096,GO:0006094,GO:0004347
Ciclev10000954m	GO:0055085,GO:0016020,GO:0006810,GO:0015171,GO:0003333
Ciclev10000955m	GO:0006415,GO:0003747,GO:0016149,GO:0005737
Ciclev10000956m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000957m	
Ciclev10000958m	GO:0016758,GO:0008152
Ciclev10000959m	
Ciclev10000960m	GO:0055085,GO:0022857,GO:0016021
Ciclev10000961m	GO:0055085,GO:0016020,GO:0006810,GO:0015171,GO:0003333
Ciclev10000962m	GO:0016670,GO:0030328,GO:0055114
Ciclev10000963m	GO:0016624,GO:0008152
Ciclev10000964m	GO:0016787,GO:0008152
Ciclev10000965m	
Ciclev10000966m	
Ciclev10000967m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10000968m	GO:0006508,GO:0004185
Ciclev10000969m	
Ciclev10000970m	
Ciclev10000971m	
Ciclev10000972m	
Ciclev10000973m	GO:0005524,GO:0004386,GO:0003676,GO:0008026
Ciclev10000974m	
Ciclev10000975m	
Ciclev10000976m	GO:0006355,GO:0003677,GO:0009725,GO:0005634
Ciclev10000977m	GO:0055085,GO:0022857,GO:0016021
Ciclev10000978m	GO:0009987,GO:0030145,GO:0004177
Ciclev10000979m	
Ciclev10000980m	GO:0055085,GO:0022857,GO:0016021
Ciclev10000981m	
Ciclev10000982m	
Ciclev10000983m	
Ciclev10000984m	GO:0005515
Ciclev10000985m	GO:0005515
Ciclev10000986m	
Ciclev10000987m	
Ciclev10000988m	
Ciclev10000989m	
Ciclev10000990m	
Ciclev10000991m	
Ciclev10000992m	
Ciclev10000993m	
Ciclev10000994m	
Ciclev10000995m	
Ciclev10000996m	GO:0055085,GO:0016020,GO:0006810,GO:0015171,GO:0003333
Ciclev10000997m	GO:0016020
Ciclev10000998m	GO:0006508,GO:0004185
Ciclev10000999m	GO:0007165,GO:0006468,GO:0005524,GO:0004672
Ciclev10001000m	GO:0007165,GO:0006468,GO:0005524,GO:0004672
Ciclev10001001m	
Ciclev10001002m	GO:0006694,GO:0003854
Ciclev10001003m	
Ciclev10001004m	
Ciclev10001005m	GO:0009058
Ciclev10001006m	
Ciclev10001007m	GO:0004781,GO:0000103
Ciclev10001008m	GO:0051082,GO:0031072,GO:0006457
Ciclev10001009m	
Ciclev10001010m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10001011m	
Ciclev10001012m	GO:0005991,GO:0004555
Ciclev10001013m	GO:0016758,GO:0008152
Ciclev10001014m	GO:0009116,GO:0006207,GO:0004590
Ciclev10001015m	GO:0008270
Ciclev10001016m	GO:0016758,GO:0008152
Ciclev10001017m	
Ciclev10001018m	GO:0005515
Ciclev10001019m	GO:0030170,GO:0019752,GO:0016831
Ciclev10001020m	GO:0005975,GO:0004553
Ciclev10001021m	
Ciclev10001022m	GO:0005515
Ciclev10001023m	GO:0005515
Ciclev10001024m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10001025m	GO:0009058
Ciclev10001026m	GO:0005515
Ciclev10001027m	
Ciclev10001028m	GO:0005515
Ciclev10001029m	GO:0006629,GO:0004806
Ciclev10001030m	GO:0016624,GO:0008152
Ciclev10001031m	GO:0009058
Ciclev10001032m	GO:0055085,GO:0022857,GO:0016021
Ciclev10001033m	GO:0009058
Ciclev10001034m	
Ciclev10001035m	GO:0016021,GO:0006810
Ciclev10001036m	
Ciclev10001037m	GO:0016020
Ciclev10001038m	GO:0016020
Ciclev10001039m	
Ciclev10001040m	
Ciclev10001041m	
Ciclev10001042m	
Ciclev10001043m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10001044m	GO:0005524,GO:0016773,GO:0006139
Ciclev10001045m	
Ciclev10001046m	GO:0008168,GO:0008033
Ciclev10001047m	GO:0008415,GO:0008152
Ciclev10001048m	GO:0005515
Ciclev10001049m	GO:0016020,GO:0006857,GO:0005215
Ciclev10001050m	GO:0006468,GO:0005524,GO:0004672
Ciclev10001051m	GO:0046983,GO:0043565,GO:0006355,GO:0003700
Ciclev10001052m	GO:0008415,GO:0008152
Ciclev10001053m	GO:0008415,GO:0008152
Ciclev10001054m	GO:0008234,GO:0006508
Ciclev10001055m	GO:0006508,GO:0004185
Ciclev10001056m	GO:0005524,GO:0004386,GO:0003676,GO:0008026,GO:0006310
Ciclev10001057m	GO:0016638,GO:0055114,GO:0010181
Ciclev10001058m	GO:0046983,GO:0043565,GO:0006355,GO:0003700
Ciclev10001059m	GO:0006508,GO:0004185
Ciclev10001060m	GO:0006508,GO:0004185
Ciclev10001061m	GO:0010181,GO:0055114,GO:0016638
Ciclev10001062m	GO:0003950
Ciclev10001063m	GO:0006355,GO:0003677
Ciclev10001064m	GO:0010181,GO:0055114,GO:0016638
Ciclev10001065m	GO:0016758,GO:0008152
Ciclev10001066m	GO:0055085,GO:0022857,GO:0016021
Ciclev10001067m	GO:0016758,GO:0008152
Ciclev10001068m	GO:0016747
Ciclev10001069m	GO:0005515
Ciclev10001070m	GO:0006629,GO:0004806
Ciclev10001071m	GO:0016758,GO:0008152
Ciclev10001072m	
Ciclev10001073m	
Ciclev10001074m	
Ciclev10001075m	
Ciclev10001076m	GO:0009058,GO:0006506
Ciclev10001077m	
Ciclev10001078m	GO:0005515
Ciclev10001079m	GO:0016758,GO:0006506,GO:0005789,GO:0016021
Ciclev10001080m	GO:0016758,GO:0008152
Ciclev10001081m	GO:0046983,GO:0043565,GO:0006355,GO:0003700
Ciclev10001082m	GO:0016747
Ciclev10001083m	GO:0006468,GO:0004672
Ciclev10001084m	GO:0008415,GO:0008152
Ciclev10001085m	GO:0030170,GO:0016769,GO:0009058
Ciclev10001086m	GO:0016747
Ciclev10001087m	GO:0055085,GO:0016020,GO:0006810,GO:0015171,GO:0003333
Ciclev10001088m	GO:0006468,GO:0005524,GO:0004672
Ciclev10001089m	GO:0016747
Ciclev10001090m	GO:0008415,GO:0008152
Ciclev10001091m	
Ciclev10001092m	GO:0046983,GO:0043565,GO:0006355,GO:0003700
Ciclev10001093m	GO:0016884
Ciclev10001094m	GO:0046983,GO:0043565,GO:0006355,GO:0003700
Ciclev10001095m	GO:0016758,GO:0008152
Ciclev10001096m	
Ciclev10001097m	
Ciclev10001098m	
Ciclev10001099m	GO:0005622,GO:0003677
Ciclev10001100m	GO:0016597,GO:0008152
Ciclev10001101m	GO:0016747
Ciclev10001102m	GO:0016597,GO:0008152
Ciclev10001103m	
Ciclev10001104m	GO:0016020
Ciclev10001105m	GO:0005515,GO:0008270
Ciclev10001106m	GO:0016747
Ciclev10001107m	GO:0003855
Ciclev10001108m	GO:0008415,GO:0008152
Ciclev10001109m	GO:0051082,GO:0031072,GO:0006457
Ciclev10001110m	
Ciclev10001111m	GO:0016747
Ciclev10001112m	GO:0016758,GO:0008152
Ciclev10001113m	GO:0046983,GO:0043565,GO:0006355,GO:0003700
Ciclev10001114m	GO:0055114,GO:0016620
Ciclev10001115m	GO:0006508,GO:0004190
Ciclev10001116m	GO:0043565,GO:0006355,GO:0003700
Ciclev10001117m	GO:0046983
Ciclev10001118m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10001119m	GO:0006413,GO:0003743
Ciclev10001120m	
Ciclev10001121m	
Ciclev10001122m	GO:0006508,GO:0004190
Ciclev10001123m	
Ciclev10001124m	GO:0030131,GO:0016192,GO:0006886,GO:0005515
Ciclev10001125m	GO:0016747
Ciclev10001126m	
Ciclev10001127m	
Ciclev10001128m	GO:0006281
Ciclev10001129m	GO:0004579,GO:0006486,GO:0005783,GO:0016021
Ciclev10001130m	GO:0003824
Ciclev10001131m	GO:0016747
Ciclev10001132m	GO:0004555,GO:0005991
Ciclev10001133m	GO:0016747,GO:0045449,GO:0005634,GO:0006355
Ciclev10001134m	GO:0005991,GO:0004555
Ciclev10001135m	GO:0051536,GO:0003824,GO:0051539,GO:0009451
Ciclev10001136m	
Ciclev10001137m	GO:0003855
Ciclev10001138m	GO:0006355,GO:0003700
Ciclev10001139m	
Ciclev10001140m	GO:0051258,GO:0043234,GO:0006184,GO:0005525,GO:0003924,GO:0007017,GO:0005874
Ciclev10001141m	GO:0006506,GO:0009058
Ciclev10001142m	
Ciclev10001143m	GO:0000166,GO:0004828,GO:0005524,GO:0006412,GO:0006434,GO:0005737,GO:0006418,GO:0004812
Ciclev10001144m	GO:0045454
Ciclev10001145m	GO:0008415,GO:0008152
Ciclev10001146m	GO:0006468,GO:0005524,GO:0004672
Ciclev10001147m	GO:0007165,GO:0006468,GO:0005524,GO:0004672
Ciclev10001148m	GO:0003676
Ciclev10001149m	GO:0006629,GO:0004607
Ciclev10001150m	GO:0046872,GO:0000166
Ciclev10001151m	
Ciclev10001152m	
Ciclev10001153m	GO:0003676
Ciclev10001154m	GO:0055085,GO:0046873,GO:0030001,GO:0016020
Ciclev10001155m	
Ciclev10001156m	GO:0055114,GO:0016491,GO:0005507
Ciclev10001157m	
Ciclev10001158m	GO:0016747
Ciclev10001159m	GO:0046983,GO:0043565,GO:0006355,GO:0003700
Ciclev10001160m	GO:0016747
Ciclev10001161m	
Ciclev10001162m	
Ciclev10001163m	GO:0006413,GO:0003743,GO:0005488
Ciclev10001164m	GO:0006355,GO:0003700
Ciclev10001165m	GO:0006355,GO:0005667,GO:0003700
Ciclev10001166m	GO:0055085,GO:0016021
Ciclev10001167m	GO:0006508,GO:0004252
Ciclev10001168m	
Ciclev10001169m	GO:0005622,GO:0003677
Ciclev10001170m	GO:0005524,GO:0035299
Ciclev10001171m	GO:0005622,GO:0003677
Ciclev10001172m	GO:0035299,GO:0005524
Ciclev10001173m	
Ciclev10001174m	GO:0005515
Ciclev10001175m	GO:0005622,GO:0003677
Ciclev10001176m	GO:0009987,GO:0030145,GO:0004177
Ciclev10001177m	GO:0006468,GO:0005524,GO:0004672
Ciclev10001178m	GO:0008234,GO:0006508
Ciclev10001179m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
