Phpat.001G000100.1	GO:0005089
Phpat.001G036900.1	
Phpat.001G037000.1	
Phpat.001G037100.1	
Phpat.001G037200.1	
Phpat.001G037300.1	GO:0004672,GO:0005524,GO:0006468
Phpat.001G037300.2	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.001G037400.1	
Phpat.001G037500.1	
Phpat.001G037600.1	GO:0003676,GO:0005524,GO:0008026,GO:0004386,GO:0003723
Phpat.001G037700.1	
Phpat.001G037700.2	
Phpat.001G037700.3	
Phpat.001G037700.4	
Phpat.001G037700.5	
Phpat.001G037800.1	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.001G037800.2	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.001G037800.3	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.001G037800.4	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.001G037800.5	GO:0004672,GO:0005524,GO:0006468
Phpat.001G037900.1	GO:0016226
Phpat.001G037900.2	GO:0016226
Phpat.001G038000.1	
Phpat.001G038100.1	GO:0005509,GO:0005544
Phpat.001G038200.1	GO:0016491,GO:0008152
Phpat.001G038300.1	GO:0050080,GO:0006633
Phpat.001G038400.1	GO:0003824,GO:0008152
Phpat.001G038400.2	GO:0003824,GO:0008152
Phpat.001G038400.3	GO:0003824,GO:0008152
Phpat.001G038500.1	GO:0003723,GO:0009982,GO:0001522,GO:0009451
Phpat.001G038500.2	GO:0003723,GO:0009982,GO:0001522,GO:0009451
Phpat.001G038600.1	GO:0000156,GO:0000160,GO:0006355,GO:0000155,GO:0007165,GO:0016020,GO:0005524
Phpat.001G038600.2	GO:0000156,GO:0000160,GO:0006355,GO:0000155,GO:0007165,GO:0016020,GO:0005524
Phpat.001G038700.1	
Phpat.001G038800.1	GO:0016616,GO:0055114,GO:0051287
Phpat.001G038900.1	GO:0003824,GO:0008152
Phpat.001G039000.1	
Phpat.001G039100.1	
Phpat.001G039200.1	
Phpat.001G039300.1	GO:0055085
Phpat.001G039300.2	GO:0055085
Phpat.001G039300.3	GO:0055085
Phpat.001G039400.1	
Phpat.001G039500.1	
Phpat.001G039500.2	
Phpat.001G039500.3	
Phpat.001G039600.1	
Phpat.001G039700.1	
Phpat.001G039700.2	
Phpat.001G039700.3	
Phpat.001G039700.4	
Phpat.001G039800.1	
Phpat.001G039800.2	
Phpat.001G039800.3	
Phpat.001G039800.4	
Phpat.001G039800.5	
Phpat.001G039800.6	
Phpat.001G039800.7	
Phpat.001G039800.8	
Phpat.001G039900.1	GO:0004807,GO:0008152
Phpat.001G039900.2	GO:0004807,GO:0008152
Phpat.001G039900.3	GO:0004807,GO:0008152
Phpat.001G040000.1	
Phpat.001G040100.1	GO:0000166,GO:0046872,GO:0003824,GO:0008152
Phpat.001G040200.1	
Phpat.001G040200.2	
Phpat.001G040200.3	
Phpat.001G040300.1	
Phpat.001G040300.2	
Phpat.001G040300.3	
Phpat.001G040400.1	GO:0016746,GO:0009058,GO:0016747,GO:0006633,GO:0016020,GO:0004315
Phpat.001G040500.1	
Phpat.001G040500.2	
Phpat.001G040600.1	
Phpat.001G040700.1	GO:0004420,GO:0050662,GO:0015936,GO:0055114
Phpat.001G040800.1	GO:0000166,GO:0005524,GO:0016876,GO:0043039,GO:0005737
Phpat.001G040900.1	
Phpat.001G041000.1	
Phpat.001G041100.1	GO:0005249,GO:0006813,GO:0008076,GO:0016020
Phpat.001G041200.1	
Phpat.001G041200.2	
Phpat.001G041200.3	
Phpat.001G041300.1	GO:0016616,GO:0051287,GO:0046168,GO:0055114,GO:0005737,GO:0004553,GO:0005975,GO:0008677,GO:0016614
Phpat.001G041400.1	GO:0008152,GO:0005529,GO:0005975
Phpat.001G041400.2	GO:0008152,GO:0005529,GO:0005975
Phpat.001G041400.3	GO:0008152,GO:0005529,GO:0005975
Phpat.001G041500.1	
Phpat.001G041600.1	
Phpat.001G041700.1	
Phpat.001G041800.1	GO:0046933,GO:0046961,GO:0015986,GO:0000275
Phpat.001G041900.1	
Phpat.001G042000.1	
Phpat.001G042100.1	
Phpat.001G042200.1	
Phpat.001G042300.1	
Phpat.001G042300.2	
Phpat.001G042400.1	GO:0009055,GO:0055114,GO:0016491,GO:0030151
Phpat.001G042500.1	GO:0008236,GO:0006508,GO:0016787
Phpat.001G042500.2	GO:0008236,GO:0006508,GO:0016787
Phpat.001G042500.3	GO:0008236,GO:0006508,GO:0016787
Phpat.001G042500.4	GO:0008236,GO:0006508,GO:0016787
Phpat.001G042500.5	GO:0008236,GO:0006508,GO:0016787
Phpat.001G042500.6	GO:0008236,GO:0006508,GO:0016787
Phpat.001G042500.7	GO:0008236,GO:0006508,GO:0016787
Phpat.001G042600.1	GO:0008318,GO:0018342
Phpat.001G042600.2	GO:0008318,GO:0018342
Phpat.001G042600.3	GO:0008318,GO:0018342
Phpat.001G042600.4	GO:0008318,GO:0018342
Phpat.001G042700.1	
Phpat.001G042800.1	
Phpat.001G042900.1	GO:0006952,GO:0009607
Phpat.001G043000.1	
Phpat.001G043100.1	
Phpat.001G043200.1	
Phpat.001G043300.1	
Phpat.001G043400.1	GO:0006810,GO:0055085,GO:0016020
Phpat.001G043400.2	GO:0006810,GO:0055085,GO:0016020
Phpat.001G043500.1	GO:0005525,GO:0015093,GO:0015684,GO:0016021
Phpat.001G043500.2	GO:0005525,GO:0015093,GO:0015684,GO:0016021
Phpat.001G043500.3	GO:0005525,GO:0015093,GO:0015684,GO:0016021
Phpat.001G043600.1	
Phpat.001G043700.1	
Phpat.001G043800.1	
Phpat.001G043900.1	GO:0055085,GO:0016020
Phpat.001G043900.2	
Phpat.001G044000.1	
Phpat.001G044100.1	GO:0005215,GO:0006810,GO:0016020
Phpat.001G044100.2	GO:0005215,GO:0006810,GO:0016020
Phpat.001G044200.1	GO:0003924,GO:0005525
Phpat.001G044300.1	
Phpat.001G044400.1	
Phpat.001G044500.1	GO:0000287,GO:0008193,GO:0006400
Phpat.001G044500.2	GO:0000287,GO:0008193,GO:0006400
Phpat.001G044500.3	GO:0000287,GO:0008193,GO:0006400
Phpat.001G044500.4	GO:0000287,GO:0008193,GO:0006400
Phpat.001G044500.5	GO:0000287,GO:0008193,GO:0006400
Phpat.001G044500.6	GO:0000287,GO:0008193,GO:0006400
Phpat.001G044500.7	GO:0000287,GO:0008193,GO:0006400
Phpat.001G044500.8	GO:0000287,GO:0008193,GO:0006400
Phpat.001G044600.1	
Phpat.001G044700.1	GO:0004672,GO:0005524,GO:0006468
Phpat.001G044700.2	GO:0004672,GO:0005524,GO:0006468
Phpat.001G044700.3	GO:0004672,GO:0005524,GO:0006468
Phpat.001G044800.1	GO:0008168,GO:0008152
Phpat.001G044800.2	GO:0008168,GO:0008152
Phpat.001G044800.3	GO:0008168,GO:0008152
Phpat.001G044900.1	
Phpat.001G045000.1	GO:0004672,GO:0005524,GO:0006468
Phpat.001G045100.1	GO:0016597,GO:0008152
Phpat.001G045100.2	GO:0016597,GO:0008152
Phpat.001G045200.1	GO:0005515
Phpat.001G045200.2	GO:0005515
Phpat.001G045200.3	GO:0005515
Phpat.001G045300.1	
Phpat.001G045400.1	
Phpat.001G045500.1	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.001G045600.1	GO:0005515
Phpat.001G045700.1	GO:0005634
Phpat.001G045800.1	GO:0016624,GO:0008152,GO:0003824
Phpat.001G045900.1	
Phpat.001G046000.1	GO:0005515
Phpat.001G046000.2	GO:0005515
Phpat.001G046100.1	GO:0003676,GO:0008270
Phpat.001G046200.1	
Phpat.001G046300.1	GO:0005515
Phpat.001G046400.1	GO:0004499,GO:0050660,GO:0050661,GO:0055114,GO:0016491
Phpat.001G046500.1	
Phpat.001G046600.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Phpat.001G046700.1	
Phpat.001G046700.2	
Phpat.001G046700.3	
Phpat.001G046800.1	
Phpat.001G046900.1	
Phpat.001G047000.1	
Phpat.001G047000.2	
Phpat.001G047100.1	
Phpat.001G047100.2	
Phpat.001G047200.1	
Phpat.001G047300.1	GO:0003824,GO:0008152
Phpat.001G047300.2	GO:0003824,GO:0008152
Phpat.001G047300.3	GO:0003824,GO:0008152
Phpat.001G047300.4	GO:0003824,GO:0008152
Phpat.001G047400.1	GO:0003924,GO:0005525,GO:0007264,GO:0005634,GO:0005737,GO:0005622
Phpat.001G047400.2	GO:0003924,GO:0005525,GO:0007264,GO:0005634,GO:0005737,GO:0005622
Phpat.001G047500.1	GO:0005515
Phpat.001G047600.1	
Phpat.001G047600.2	
Phpat.001G047700.1	GO:0046933,GO:0046961,GO:0015986,GO:0000275
Phpat.001G047800.1	
Phpat.001G047900.1	GO:0003824,GO:0008152
Phpat.001G047900.2	GO:0003824,GO:0008152
Phpat.001G047900.3	GO:0003824,GO:0008152
Phpat.001G047900.4	GO:0003824,GO:0008152
Phpat.001G047900.5	GO:0003824,GO:0008152
Phpat.001G048000.1	
Phpat.001G048100.1	GO:0005515
Phpat.001G048200.1	GO:0005515
Phpat.001G048300.1	GO:0005515
Phpat.001G048400.1	GO:0005515
Phpat.001G048400.2	GO:0005515
Phpat.001G048500.1	GO:0016597,GO:0008152
Phpat.001G048500.2	GO:0016597,GO:0008152
Phpat.001G048600.1	GO:0003896,GO:0006260
Phpat.001G048700.1	GO:0003676,GO:0005524,GO:0008026,GO:0004386
Phpat.001G048800.1	GO:0003676,GO:0005524,GO:0008026,GO:0004386
Phpat.001G048900.1	
Phpat.001G049000.1	
Phpat.001G049000.2	
Phpat.001G049000.3	
Phpat.001G049100.1	
Phpat.001G049200.1	
Phpat.001G049300.1	
Phpat.001G049400.1	GO:0005515
Phpat.001G049400.2	GO:0005515
Phpat.001G049500.1	
Phpat.001G049600.1	GO:0008686,GO:0009231
Phpat.001G049700.1	
Phpat.001G049800.1	GO:0044183
Phpat.001G049900.1	
Phpat.001G050000.1	
Phpat.001G050100.1	
Phpat.001G050100.2	
Phpat.001G050100.3	
Phpat.001G050200.1	GO:0000179,GO:0008649,GO:0000154
Phpat.001G050300.1	
Phpat.001G050400.1	GO:0004645,GO:0005975
Phpat.001G050500.1	
Phpat.001G050600.1	
Phpat.001G050700.1	
Phpat.001G050700.2	
Phpat.001G050800.1	
Phpat.001G050800.2	
Phpat.001G050800.3	
Phpat.001G050800.4	
Phpat.001G050800.5	
Phpat.001G050800.6	
Phpat.001G050800.7	
Phpat.001G050900.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.001G051000.1	GO:0016844,GO:0009058
Phpat.001G051000.2	GO:0016844,GO:0009058
Phpat.001G051100.1	
Phpat.001G051200.1	
Phpat.001G051300.1	GO:0003676,GO:0008270
Phpat.001G051300.2	GO:0003676,GO:0008270
Phpat.001G051300.3	GO:0003676,GO:0008270
Phpat.001G051300.4	GO:0003676,GO:0008270
Phpat.001G051300.5	GO:0003676,GO:0008270
Phpat.001G051300.6	GO:0003676,GO:0008270
Phpat.001G051300.7	GO:0003676,GO:0008270
Phpat.001G051300.8	GO:0003676,GO:0008270
Phpat.001G051400.1	
Phpat.001G051500.1	GO:0005515,GO:0005198,GO:0006886,GO:0016192,GO:0030117,GO:0030126
Phpat.001G051500.2	GO:0005515,GO:0005198,GO:0006886,GO:0016192,GO:0030117,GO:0030126
Phpat.001G051600.1	GO:0005634
Phpat.001G051700.1	GO:0005524,GO:0016887
Phpat.001G051700.2	GO:0005524,GO:0016887
Phpat.001G051800.1	GO:0003723,GO:0009982,GO:0001522,GO:0009451
Phpat.001G051900.1	GO:0005515
Phpat.001G051900.2	GO:0005515
Phpat.001G051900.3	GO:0005515
Phpat.001G052000.1	GO:0004553,GO:0005975
Phpat.001G052100.1	
Phpat.001G052200.1	
Phpat.001G052300.1	GO:0016620,GO:0055114
Phpat.001G052300.2	GO:0016620,GO:0055114
Phpat.001G052400.1	GO:0005515
Phpat.001G052400.2	GO:0005515
Phpat.001G052400.3	GO:0005515
Phpat.001G052400.4	GO:0005515
Phpat.001G052400.5	GO:0005515
Phpat.001G052500.1	
Phpat.001G052600.1	GO:0005488
Phpat.001G052700.1	GO:0004553,GO:0009254,GO:0019867
Phpat.001G052700.2	GO:0004553,GO:0009254,GO:0019867
Phpat.001G052700.3	GO:0004553,GO:0009254,GO:0019867
Phpat.001G052800.1	GO:0003735,GO:0006412,GO:0005840
Phpat.001G052900.1	GO:0003677,GO:0005524,GO:0003676,GO:0004386,GO:0004519
Phpat.001G052900.2	GO:0003677,GO:0005524,GO:0003676,GO:0008026,GO:0004386,GO:0004519
Phpat.001G053000.1	
Phpat.001G053000.2	
Phpat.001G053100.1	
Phpat.001G053200.1	
Phpat.001G053200.2	
Phpat.001G053300.1	GO:0006355
Phpat.001G053300.2	
Phpat.001G053400.1	GO:0004672,GO:0005524,GO:0006468,GO:0004674
Phpat.001G053400.2	GO:0004672,GO:0005524,GO:0006468,GO:0004674
Phpat.001G053500.1	GO:0004672,GO:0005524,GO:0006468,GO:0004674
Phpat.001G053600.1	GO:0008889,GO:0006071
Phpat.001G053700.1	
Phpat.001G053800.1	
Phpat.001G053900.1	GO:0005488
Phpat.001G053900.2	GO:0005488
Phpat.001G054000.1	GO:0016020
Phpat.001G054100.1	GO:0016787
Phpat.001G054200.1	
Phpat.001G054200.2	
Phpat.001G054200.3	
Phpat.001G054200.4	
Phpat.001G054300.1	
Phpat.001G054300.2	
Phpat.001G054400.1	GO:0016491,GO:0055114,GO:0005507
Phpat.001G054400.2	GO:0016491,GO:0055114,GO:0005507
Phpat.001G054500.1	GO:0019799
Phpat.001G054500.2	GO:0019799
Phpat.001G054600.1	GO:0005525,GO:0007264,GO:0005634,GO:0005737,GO:0005622
Phpat.001G054600.2	GO:0005525,GO:0007264,GO:0005634,GO:0005737,GO:0005622
Phpat.001G054600.3	GO:0005525,GO:0007264,GO:0005634,GO:0005737,GO:0005622
Phpat.001G054600.4	GO:0005525,GO:0007264,GO:0005634,GO:0005737,GO:0005622
Phpat.001G054600.5	GO:0005525,GO:0007264,GO:0005634,GO:0005737,GO:0005622
Phpat.001G054600.6	GO:0005525,GO:0007264,GO:0005634,GO:0005737,GO:0005622
Phpat.001G054600.7	GO:0005525,GO:0007264,GO:0005634,GO:0005737,GO:0005622
Phpat.001G054600.8	GO:0005525,GO:0007264,GO:0005634,GO:0005737,GO:0005622
Phpat.001G054700.1	
Phpat.001G054800.1	
Phpat.001G054900.1	
Phpat.001G055000.1	
Phpat.001G055000.2	
Phpat.001G055100.1	
Phpat.001G055100.2	
Phpat.001G055200.1	GO:0003700,GO:0006355
Phpat.001G055300.1	GO:0045735
Phpat.001G055400.1	GO:0005515
Phpat.001G055400.2	GO:0005515
Phpat.001G055400.3	GO:0005515
Phpat.001G055500.1	GO:0005515
Phpat.001G055500.2	GO:0005515
Phpat.001G055600.1	
Phpat.001G055600.2	
Phpat.001G055600.3	
Phpat.001G055700.1	
Phpat.001G055800.1	GO:0003677,GO:0006355,GO:0009725,GO:0005634
Phpat.001G055900.1	GO:0006355,GO:0005634,GO:0003677,GO:0009725
Phpat.001G055900.2	GO:0006355,GO:0005634,GO:0003677,GO:0009725
Phpat.001G055900.3	GO:0006355,GO:0005634,GO:0003677,GO:0009725
Phpat.001G055900.4	GO:0006355,GO:0005634,GO:0003677,GO:0009725
Phpat.001G055900.5	GO:0006355,GO:0005634,GO:0003677,GO:0009725
Phpat.001G055900.6	GO:0006355,GO:0005634,GO:0003677,GO:0009725
Phpat.001G055900.7	GO:0006355,GO:0005634
Phpat.001G056000.1	
Phpat.001G056000.2	
Phpat.001G056000.3	
Phpat.001G056000.4	
Phpat.001G056000.5	
Phpat.001G056000.6	
Phpat.001G056100.1	GO:0006629
Phpat.001G056200.1	
Phpat.001G056300.1	GO:0004672,GO:0005524,GO:0006468
Phpat.001G056400.1	
Phpat.001G056500.1	GO:0005515
Phpat.001G056500.2	GO:0005515
Phpat.001G056600.1	GO:0006810,GO:0055085,GO:0016020
Phpat.001G056700.1	
Phpat.001G056800.1	
Phpat.001G056900.1	
Phpat.001G056900.2	
Phpat.001G056900.3	
Phpat.001G056900.4	
Phpat.001G056900.5	
Phpat.001G057000.1	GO:0016655,GO:0055114,GO:0005886
Phpat.001G057100.1	
Phpat.001G057100.2	
Phpat.001G057100.3	
Phpat.001G057100.4	
Phpat.001G057100.5	
Phpat.001G057100.6	
Phpat.001G057100.7	
Phpat.001G057200.1	
Phpat.001G057200.2	
Phpat.001G057300.1	
Phpat.001G057400.1	
Phpat.001G057500.1	
Phpat.001G057500.2	
Phpat.001G057500.3	
Phpat.001G057600.1	
Phpat.001G057600.2	
Phpat.001G057700.1	
Phpat.001G057700.2	
Phpat.001G057700.3	
Phpat.001G057700.4	
Phpat.001G057700.5	
Phpat.001G057800.1	GO:0016655,GO:0055114
Phpat.001G057900.1	GO:0005515,GO:0035091,GO:0007154
Phpat.001G057900.2	GO:0005515,GO:0035091,GO:0007154
Phpat.001G057900.3	GO:0005515,GO:0035091,GO:0007154
Phpat.001G057900.4	GO:0005515,GO:0035091,GO:0007154
Phpat.001G058000.1	
Phpat.001G058100.1	GO:0005515,GO:0008565,GO:0006606,GO:0005634,GO:0005737,GO:0044183
Phpat.001G058100.2	GO:0005515,GO:0008565,GO:0006606,GO:0005634,GO:0005737
Phpat.001G058100.3	GO:0005515
Phpat.001G058200.1	GO:0004672,GO:0005524,GO:0006468
Phpat.001G058300.1	
Phpat.001G058400.1	
Phpat.001G058400.2	
Phpat.001G058500.1	GO:0004143,GO:0007205
Phpat.001G058600.1	
Phpat.001G058700.1	
Phpat.001G058800.1	GO:0003935,GO:0009231,GO:0008686
Phpat.001G058900.1	
Phpat.001G058900.2	
Phpat.001G058900.3	
Phpat.001G059000.1	
Phpat.001G059000.2	
Phpat.001G059100.1	
Phpat.001G059100.2	
Phpat.001G059100.3	
Phpat.001G059100.4	
Phpat.001G059200.1	
Phpat.001G059200.2	
Phpat.001G059200.3	
Phpat.001G059300.1	
Phpat.001G059400.1	GO:0003676,GO:0008168,GO:0032259
Phpat.001G059400.2	GO:0003676,GO:0008168,GO:0032259
Phpat.001G059400.3	GO:0003676,GO:0008168,GO:0032259
Phpat.001G059400.4	GO:0003676,GO:0008168,GO:0032259
Phpat.001G059400.5	GO:0003676,GO:0008168,GO:0032259
Phpat.001G059500.1	
Phpat.001G059600.1	
Phpat.001G059700.1	
Phpat.001G059800.1	GO:0004672,GO:0005524,GO:0006468
Phpat.001G059900.1	
Phpat.001G060000.1	
Phpat.001G060100.1	GO:0016491,GO:0055114
Phpat.001G060200.1	GO:0020037
Phpat.001G060200.2	GO:0020037
Phpat.001G060200.3	GO:0020037
Phpat.001G060300.1	
Phpat.001G060400.1	GO:0003677,GO:0006355
Phpat.001G060500.1	
Phpat.001G060600.1	
Phpat.001G060700.1	GO:0004672,GO:0005524,GO:0006468
Phpat.001G060700.2	GO:0004672,GO:0005524,GO:0006468
Phpat.001G060700.3	GO:0004672,GO:0005524,GO:0006468
Phpat.001G060700.4	GO:0004672,GO:0005524,GO:0006468
Phpat.001G060800.1	
Phpat.001G060800.2	
Phpat.001G060800.3	
Phpat.001G060800.4	
Phpat.001G060900.1	
Phpat.001G060900.2	
Phpat.001G060900.3	
Phpat.001G061000.1	
Phpat.001G061100.1	
Phpat.001G061200.1	
Phpat.001G061300.1	
Phpat.001G061400.1	
Phpat.001G061500.1	
Phpat.001G061600.1	
Phpat.001G061700.1	
Phpat.001G061800.1	
Phpat.001G061900.1	
Phpat.001G062000.1	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.001G062100.1	GO:0003676
Phpat.001G062200.1	GO:0005515,GO:0008565,GO:0006606,GO:0005634,GO:0005737
Phpat.001G062200.2	GO:0005515,GO:0008565,GO:0006606,GO:0005634,GO:0005737
Phpat.001G062300.1	GO:0008270
Phpat.001G062300.2	GO:0008270
Phpat.001G062400.1	GO:0008324,GO:0006812,GO:0055085
Phpat.001G062500.1	GO:0003735,GO:0006412,GO:0005840
Phpat.001G062600.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.001G062700.1	
Phpat.001G062800.1	
Phpat.001G062800.2	
Phpat.001G062900.1	
Phpat.001G063000.1	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.001G063000.2	GO:0005515
Phpat.001G063100.1	
Phpat.001G063200.1	GO:0004835,GO:0006464
Phpat.001G063300.1	GO:0003824,GO:0051536,GO:0051186
Phpat.001G063300.2	GO:0003824,GO:0051536,GO:0051186
Phpat.001G063400.1	
Phpat.001G063500.1	
Phpat.001G063600.1	
Phpat.001G063700.1	GO:0005634
Phpat.001G063800.1	GO:0004672,GO:0005524,GO:0006468,GO:0007165
Phpat.001G063900.1	GO:0005634
Phpat.001G064000.1	
Phpat.001G064000.2	
Phpat.001G064100.1	
Phpat.001G064100.2	
Phpat.001G064100.3	
Phpat.001G064200.1	
Phpat.001G064200.2	
Phpat.001G064200.3	
Phpat.001G064300.1	GO:0004252,GO:0006508
Phpat.001G064300.2	GO:0004252,GO:0006508
Phpat.001G064300.3	GO:0004252,GO:0006508
Phpat.001G064400.1	GO:0031072
Phpat.001G064400.10	GO:0031072
Phpat.001G064400.2	GO:0031072
Phpat.001G064400.3	GO:0031072
Phpat.001G064400.4	GO:0031072
Phpat.001G064400.5	GO:0031072
Phpat.001G064400.6	GO:0031072
Phpat.001G064400.7	GO:0031072
Phpat.001G064400.8	GO:0031072
Phpat.001G064400.9	GO:0031072
Phpat.001G064500.1	
Phpat.001G064600.1	GO:0003700,GO:0006355,GO:0003677
Phpat.001G064700.1	
Phpat.001G064800.1	GO:0005509,GO:0015979,GO:0009523,GO:0009654,GO:0019898
Phpat.001G064900.1	GO:0016788,GO:0006629
Phpat.001G065000.1	GO:0004672,GO:0005524,GO:0006468
Phpat.001G065000.2	GO:0004672,GO:0005524,GO:0006468
Phpat.001G065000.3	GO:0004672,GO:0005524,GO:0006468
Phpat.001G065100.1	
Phpat.001G065100.2	
Phpat.001G065200.1	
Phpat.001G065200.2	
Phpat.001G065300.1	
Phpat.001G065400.1	GO:0016740,GO:0030170,GO:0009058,GO:0008152,GO:0006520,GO:0016829
Phpat.001G065500.1	
Phpat.001G065600.1	
Phpat.001G065600.2	
Phpat.001G065600.3	
Phpat.001G065600.4	
Phpat.001G065700.1	GO:0016740,GO:0030170,GO:0009058,GO:0006520
Phpat.001G065700.2	GO:0016740,GO:0030170,GO:0009058,GO:0006520
Phpat.001G065700.3	GO:0016740,GO:0030170,GO:0009058,GO:0006520
Phpat.001G065700.4	GO:0016740,GO:0030170,GO:0009058,GO:0006520
Phpat.001G065700.5	GO:0016740,GO:0030170,GO:0009058,GO:0006520
Phpat.001G065700.6	GO:0016740,GO:0030170,GO:0009058,GO:0006520
Phpat.001G065800.1	
Phpat.001G065800.2	
Phpat.001G065900.1	
Phpat.001G066000.1	
Phpat.001G066000.2	
Phpat.001G066000.3	
Phpat.001G066100.1	GO:0005524,GO:0016887,GO:0016020
Phpat.001G066100.2	GO:0005524,GO:0016887,GO:0016020
Phpat.001G066100.3	GO:0005524,GO:0016887,GO:0016020
Phpat.001G066200.1	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.001G066200.2	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.001G066300.1	GO:0004871,GO:0009416
Phpat.001G066400.1	GO:0009055,GO:0015035,GO:0045454
Phpat.001G066500.1	
Phpat.001G066600.1	
Phpat.001G066700.1	GO:0003676
Phpat.001G066800.1	
Phpat.001G066900.1	GO:0016788,GO:0006629
Phpat.001G067000.1	GO:0016788,GO:0006629
Phpat.001G067000.2	GO:0016788,GO:0006629
Phpat.001G067100.1	GO:0008270,GO:0006886,GO:0006888,GO:0030127
Phpat.001G067200.1	GO:0005515,GO:0043531
Phpat.001G067300.1	
Phpat.001G067400.1	
Phpat.001G067500.1	GO:0016209,GO:0016491,GO:0055114
Phpat.001G067600.1	
Phpat.001G067700.1	
Phpat.001G067800.1	
Phpat.001G067900.1	GO:0000156,GO:0000160,GO:0006355,GO:0000155,GO:0007165,GO:0016020,GO:0005524
Phpat.001G068000.1	GO:0004553,GO:0005975
Phpat.001G068000.2	GO:0004553,GO:0005975
Phpat.001G068000.3	GO:0004553,GO:0005975
Phpat.001G068000.4	GO:0004553,GO:0005975
Phpat.001G068100.1	GO:0003913,GO:0006281
Phpat.001G068100.2	GO:0003913,GO:0006281
Phpat.001G068100.3	GO:0003913,GO:0006281
Phpat.001G068200.1	GO:0003777,GO:0005524,GO:0007018
Phpat.001G068300.1	
Phpat.001G068400.1	
Phpat.001G068400.2	
Phpat.001G068400.3	
Phpat.001G068400.4	
Phpat.001G068400.5	
Phpat.001G068400.6	
Phpat.001G068500.1	
Phpat.001G068600.1	GO:0003824,GO:0008152,GO:0005524,GO:0008716
Phpat.001G068700.1	GO:0004672,GO:0005524,GO:0006468
Phpat.001G068800.1	
Phpat.001G068900.1	GO:0004672,GO:0005524,GO:0006468
Phpat.001G068900.2	GO:0004672,GO:0005524,GO:0006468
Phpat.001G069000.1	GO:0003723,GO:0003735,GO:0006412,GO:0015934
Phpat.001G069100.1	
Phpat.001G069200.1	GO:0016757
Phpat.001G069300.1	GO:0004672,GO:0005524,GO:0006468
Phpat.001G069300.2	GO:0004672,GO:0005524,GO:0006468
Phpat.001G069300.3	GO:0004672,GO:0005524,GO:0006468
Phpat.001G069300.4	GO:0004672,GO:0005524,GO:0006468
Phpat.001G069300.5	GO:0004672,GO:0005524,GO:0006468
Phpat.001G069400.1	
Phpat.001G069500.1	GO:0003824,GO:0008152
Phpat.001G069500.2	GO:0003824,GO:0008152
Phpat.001G069500.3	GO:0003824,GO:0008152
Phpat.001G069500.4	GO:0003824,GO:0008152
Phpat.001G069600.1	
Phpat.001G069600.2	
Phpat.001G069700.1	GO:0045454
Phpat.001G069700.2	GO:0045454
Phpat.001G069800.1	
Phpat.001G069800.2	
Phpat.001G069800.3	
Phpat.001G069800.4	
Phpat.001G069900.1	
Phpat.001G070000.1	GO:0003676,GO:0005524,GO:0008026,GO:0004386
Phpat.001G070000.2	GO:0003676,GO:0005524,GO:0008026,GO:0004386
Phpat.001G070100.1	GO:0016787
Phpat.001G070200.1	GO:0016787
Phpat.001G070300.1	
Phpat.001G070400.1	GO:0016841,GO:0009058
Phpat.001G070500.1	GO:0004601,GO:0020037,GO:0006979,GO:0055114
Phpat.001G070500.2	GO:0004601,GO:0020037,GO:0006979,GO:0055114
Phpat.001G070500.3	GO:0004601,GO:0020037,GO:0006979,GO:0055114
Phpat.001G070600.1	
Phpat.001G070700.1	
Phpat.001G070700.2	
Phpat.001G070800.1	GO:0005856
Phpat.001G070900.1	GO:0016841,GO:0009058
Phpat.001G071000.1	
Phpat.001G071100.1	
Phpat.001G071200.1	GO:0005515
Phpat.001G071300.1	
Phpat.001G071400.1	GO:0004089,GO:0008270
Phpat.001G071400.2	GO:0004089,GO:0008270
Phpat.001G071400.3	GO:0004089,GO:0008270
Phpat.001G071400.4	GO:0004089,GO:0008270
Phpat.001G071400.5	GO:0004089,GO:0008270
Phpat.001G071400.6	GO:0004089,GO:0008270
Phpat.001G071400.7	GO:0004089,GO:0008270
Phpat.001G071500.1	
Phpat.001G071600.1	
Phpat.001G071700.1	GO:0004672,GO:0005524,GO:0006468
Phpat.001G071800.1	GO:0005215,GO:0006810
Phpat.001G071800.2	GO:0005215,GO:0006810
Phpat.001G071900.1	
Phpat.001G072000.1	GO:0016763
Phpat.001G072000.2	GO:0016763
Phpat.001G072100.1	
Phpat.001G072200.1	GO:0008964,GO:0006099,GO:0015977
Phpat.001G072200.2	GO:0008964,GO:0006099,GO:0015977
Phpat.001G072200.3	GO:0008964,GO:0006099,GO:0015977
